order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,order_date,region
1113,319,7,Keyboard,Electronics,2,79.99,159.98,2024-01-16,West
1114,113,6,Monitor,Electronics,4,299.99,1199.96,2024-07-01,North
1115,262,5,Notebook,Office,2,4.99,9.98,2024-08-05,West
1116,464,3,Desk Chair,Furniture,1,199.99,199.99,2024-08-26,West
1117,261,7,Keyboard,Electronics,2,79.99,159.98,2024-08-25,North
1118,408,2,Mouse,Electronics,1,25.99,25.99,2024-01-09,North
1119,475,1,Laptop,Electronics,3,999.99,2999.97,2024-08-16,North
1120,273,6,Monitor,Electronics,4,299.99,1199.96,2024-06-15,South
1121,245,6,Monitor,Electronics,2,299.99,599.98,2024-05-06,West
1122,289,10,Backpack,Accessories,5,59.99,299.95,2024-04-20,West
1123,408,7,Keyboard,Electronics,1,79.99,79.99,2024-12-28,West
1124,5,1,Laptop,Electronics,2,999.99,1999.98,2024-06-22,East
1125,438,5,Notebook,Office,1,4.99,4.99,2024-06-19,South
1126,163,5,Notebook,Office,1,4.99,4.99,2024-08-02,West
1127,20,6,Monitor,Electronics,1,299.99,299.99,2024-02-22,North
1128,75,5,Notebook,Office,2,4.99,9.98,2024-06-22,East
1129,392,9,Water Bottle,Sports,5,19.99,99.95,2024-05-25,East
1130,363,7,Keyboard,Electronics,5,79.99,399.95,2024-04-04,East
1131,104,1,Laptop,Electronics,3,999.99,2999.97,2024-10-10,West
1132,345,10,Backpack,Accessories,3,59.99,179.97,2024-09-26,South
1133,82,5,Notebook,Office,3,4.99,14.97,2024-07-08,West
1134,308,6,Monitor,Electronics,2,299.99,599.98,2024-07-02,East
1135,423,8,Desk Lamp,Furniture,4,45.99,183.96,2024-12-29,South
1136,376,5,Notebook,Office,2,4.99,9.98,2024-11-08,North
1137,14,7,Keyboard,Electronics,4,79.99,319.96,2024-01-09,West
1138,258,2,Mouse,Electronics,4,25.99,103.96,2024-02-28,West
1139,21,6,Monitor,Electronics,3,299.99,899.97,2024-01-26,South
1140,40,8,Desk Lamp,Furniture,4,45.99,183.96,2024-10-01,East
1141,149,10,Backpack,Accessories,5,59.99,299.95,2024-03-18,East
1142,455,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-03-09,West
1143,100,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-02-01,West
1144,168,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-11-15,West
1145,277,9,Water Bottle,Sports,3,19.99,59.97,2024-02-14,North
1146,237,2,Mouse,Electronics,4,25.99,103.96,2024-06-20,West
1147,78,2,Mouse,Electronics,3,25.99,77.97,2024-08-31,North
1148,21,2,Mouse,Electronics,5,25.99,129.95,2024-11-12,North
1149,252,8,Desk Lamp,Furniture,1,45.99,45.99,2024-09-20,East
1150,365,10,Backpack,Accessories,1,59.99,59.99,2024-03-10,North
1151,473,1,Laptop,Electronics,4,999.99,3999.96,2024-08-24,South
1152,12,1,Laptop,Electronics,5,999.99,4999.95,2024-08-01,South
1153,178,6,Monitor,Electronics,1,299.99,299.99,2024-01-27,West
1154,219,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-04-08,West
1155,327,9,Water Bottle,Sports,4,19.99,79.96,2024-12-15,South
1156,496,2,Mouse,Electronics,5,25.99,129.95,2024-10-31,West
1157,351,1,Laptop,Electronics,2,999.99,1999.98,2024-11-17,West
1158,7,7,Keyboard,Electronics,5,79.99,399.95,2024-03-09,East
1159,191,6,Monitor,Electronics,3,299.99,899.97,2024-04-08,West
1160,419,9,Water Bottle,Sports,3,19.99,59.97,2024-01-01,East
1161,323,2,Mouse,Electronics,3,25.99,77.97,2024-07-25,South
1162,403,10,Backpack,Accessories,5,59.99,299.95,2024-06-09,South
1163,496,7,Keyboard,Electronics,2,79.99,159.98,2024-06-25,East
1164,292,3,Desk Chair,Furniture,5,199.99,999.95,2024-07-04,East
1165,420,3,Desk Chair,Furniture,1,199.99,199.99,2024-12-23,East
1166,82,10,Backpack,Accessories,3,59.99,179.97,2024-12-27,North
1167,120,1,Laptop,Electronics,4,999.99,3999.96,2024-01-15,North
1168,205,6,Monitor,Electronics,2,299.99,599.98,2024-06-22,West
1169,43,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-03-05,South
1170,200,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-08-17,North
1171,221,6,Monitor,Electronics,3,299.99,899.97,2024-02-16,North
1172,127,2,Mouse,Electronics,5,25.99,129.95,2024-02-19,North
1173,489,2,Mouse,Electronics,2,25.99,51.98,2024-02-15,East
1174,170,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-04-10,East
1175,271,5,Notebook,Office,4,4.99,19.96,2024-06-05,North
1176,100,5,Notebook,Office,3,4.99,14.97,2024-08-28,West
1177,137,7,Keyboard,Electronics,2,79.99,159.98,2024-12-20,North
1178,193,3,Desk Chair,Furniture,4,199.99,799.96,2024-11-03,East
1179,65,8,Desk Lamp,Furniture,4,45.99,183.96,2024-09-12,South
1180,49,10,Backpack,Accessories,4,59.99,239.96,2024-02-02,North
1181,185,7,Keyboard,Electronics,1,79.99,79.99,2024-02-10,South
1182,5,2,Mouse,Electronics,3,25.99,77.97,2024-05-07,North
1183,228,2,Mouse,Electronics,1,25.99,25.99,2024-05-15,East
1184,474,6,Monitor,Electronics,3,299.99,899.97,2024-06-02,East
1185,25,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-10-07,North
1186,291,1,Laptop,Electronics,1,999.99,999.99,2024-05-03,West
1187,237,2,Mouse,Electronics,2,25.99,51.98,2024-12-14,West
1188,67,2,Mouse,Electronics,2,25.99,51.98,2024-05-07,South
1189,126,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-01-30,West
1190,82,7,Keyboard,Electronics,1,79.99,79.99,2024-11-19,West
1191,376,3,Desk Chair,Furniture,2,199.99,399.98,2024-04-20,North
1192,249,6,Monitor,Electronics,1,299.99,299.99,2024-05-17,South
1193,403,8,Desk Lamp,Furniture,4,45.99,183.96,2024-09-26,South
1194,308,5,Notebook,Office,5,4.99,24.95,2024-04-19,South
1195,389,3,Desk Chair,Furniture,2,199.99,399.98,2024-01-05,North
1196,88,3,Desk Chair,Furniture,2,199.99,399.98,2024-08-20,South
1197,182,8,Desk Lamp,Furniture,5,45.99,229.95,2024-08-07,West
1198,387,7,Keyboard,Electronics,1,79.99,79.99,2024-11-16,North
1199,44,2,Mouse,Electronics,4,25.99,103.96,2024-01-18,West
1200,213,3,Desk Chair,Furniture,4,199.99,799.96,2024-05-26,South
1201,30,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-04-01,East
1202,115,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-04-24,East
1203,148,5,Notebook,Office,4,4.99,19.96,2024-01-01,South
1204,241,9,Water Bottle,Sports,2,19.99,39.98,2024-11-23,East
1205,55,5,Notebook,Office,5,4.99,24.95,2024-03-06,North
1206,375,9,Water Bottle,Sports,3,19.99,59.97,2024-12-23,South
1207,375,7,Keyboard,Electronics,1,79.99,79.99,2024-07-12,East
1208,1,5,Notebook,Office,3,4.99,14.97,2024-02-19,South
1209,103,10,Backpack,Accessories,5,59.99,299.95,2024-04-10,South
1210,285,3,Desk Chair,Furniture,1,199.99,199.99,2024-12-10,East
1211,68,7,Keyboard,Electronics,5,79.99,399.95,2024-05-17,South
1212,261,6,Monitor,Electronics,2,299.99,599.98,2024-12-14,West
1213,445,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-08-14,North
1214,224,1,Laptop,Electronics,3,999.99,2999.97,2024-12-02,North
1215,223,7,Keyboard,Electronics,5,79.99,399.95,2024-12-26,South
1216,262,9,Water Bottle,Sports,3,19.99,59.97,2024-01-11,North
1217,261,1,Laptop,Electronics,3,999.99,2999.97,2024-04-20,East
1218,479,2,Mouse,Electronics,1,25.99,25.99,2024-08-02,West
1219,425,9,Water Bottle,Sports,4,19.99,79.96,2024-12-22,West
1220,95,8,Desk Lamp,Furniture,1,45.99,45.99,2024-07-22,East
1221,160,3,Desk Chair,Furniture,1,199.99,199.99,2024-10-19,East
1222,22,1,Laptop,Electronics,4,999.99,3999.96,2024-06-08,West
1223,132,8,Desk Lamp,Furniture,3,45.99,137.97,2024-11-17,East
1224,448,3,Desk Chair,Furniture,3,199.99,599.97,2024-03-22,South
1225,298,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-09-14,East
1226,256,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-04-17,North
1227,390,9,Water Bottle,Sports,2,19.99,39.98,2024-05-30,East
1228,196,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-07-05,South
1229,281,8,Desk Lamp,Furniture,2,45.99,91.98,2024-10-27,South
1230,2,5,Notebook,Office,5,4.99,24.95,2024-04-09,East
1231,250,10,Backpack,Accessories,2,59.99,119.98,2024-10-29,West
1232,93,9,Water Bottle,Sports,3,19.99,59.97,2024-10-03,West
1233,65,3,Desk Chair,Furniture,4,199.99,799.96,2024-08-22,North
1234,70,7,Keyboard,Electronics,4,79.99,319.96,2024-04-25,East
1235,210,2,Mouse,Electronics,3,25.99,77.97,2024-06-20,South
1236,378,5,Notebook,Office,5,4.99,24.95,2024-03-17,North
1237,155,2,Mouse,Electronics,2,25.99,51.98,2024-05-19,South
1238,77,5,Notebook,Office,3,4.99,14.97,2024-04-25,South
1239,328,10,Backpack,Accessories,4,59.99,239.96,2024-04-26,East
1240,453,1,Laptop,Electronics,4,999.99,3999.96,2024-01-07,South
1241,436,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-09-08,East
1242,194,9,Water Bottle,Sports,4,19.99,79.96,2024-09-14,South
1243,227,7,Keyboard,Electronics,1,79.99,79.99,2024-03-05,East
1244,362,8,Desk Lamp,Furniture,5,45.99,229.95,2024-12-25,West
1245,119,9,Water Bottle,Sports,3,19.99,59.97,2024-07-26,North
1246,126,3,Desk Chair,Furniture,4,199.99,799.96,2024-06-01,West
1247,426,6,Monitor,Electronics,5,299.99,1499.95,2024-09-15,East
1248,494,7,Keyboard,Electronics,1,79.99,79.99,2024-02-12,East
1249,263,7,Keyboard,Electronics,5,79.99,399.95,2024-10-12,South
1250,396,2,Mouse,Electronics,4,25.99,103.96,2024-09-03,North
1251,130,7,Keyboard,Electronics,5,79.99,399.95,2024-05-17,North
1252,425,7,Keyboard,Electronics,3,79.99,239.97,2024-03-31,West
1253,433,1,Laptop,Electronics,5,999.99,4999.95,2024-06-17,North
1254,480,7,Keyboard,Electronics,5,79.99,399.95,2024-10-16,East
1255,108,5,Notebook,Office,3,4.99,14.97,2024-11-19,East
1256,282,8,Desk Lamp,Furniture,5,45.99,229.95,2024-11-03,East
1257,225,7,Keyboard,Electronics,3,79.99,239.97,2024-08-28,South
1258,115,3,Desk Chair,Furniture,2,199.99,399.98,2024-07-17,West
1259,286,3,Desk Chair,Furniture,1,199.99,199.99,2024-04-26,South
1260,109,7,Keyboard,Electronics,2,79.99,159.98,2024-06-23,North
1261,479,7,Keyboard,Electronics,2,79.99,159.98,2024-10-18,South
1262,154,3,Desk Chair,Furniture,2,199.99,399.98,2024-02-21,North
1263,260,9,Water Bottle,Sports,2,19.99,39.98,2024-10-27,East
1264,332,2,Mouse,Electronics,3,25.99,77.97,2024-10-05,South
1265,390,9,Water Bottle,Sports,1,19.99,19.99,2024-10-13,East
1266,246,5,Notebook,Office,4,4.99,19.96,2024-12-08,East
1267,480,1,Laptop,Electronics,3,999.99,2999.97,2024-04-05,North
1268,128,1,Laptop,Electronics,5,999.99,4999.95,2024-05-18,East
1269,102,1,Laptop,Electronics,4,999.99,3999.96,2024-09-18,West
1270,278,2,Mouse,Electronics,3,25.99,77.97,2024-02-04,East
1271,371,10,Backpack,Accessories,5,59.99,299.95,2024-02-04,West
1272,248,1,Laptop,Electronics,4,999.99,3999.96,2024-08-27,North
1273,241,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-12-03,East
1274,347,5,Notebook,Office,5,4.99,24.95,2024-12-31,South
1275,305,1,Laptop,Electronics,3,999.99,2999.97,2024-01-28,North
1276,356,8,Desk Lamp,Furniture,5,45.99,229.95,2024-06-04,South
1277,242,1,Laptop,Electronics,5,999.99,4999.95,2024-07-25,East
1278,8,5,Notebook,Office,1,4.99,4.99,2024-03-12,East
1279,391,9,Water Bottle,Sports,2,19.99,39.98,2024-04-12,West
1280,129,7,Keyboard,Electronics,2,79.99,159.98,2024-01-01,North
1281,424,2,Mouse,Electronics,5,25.99,129.95,2024-12-01,North
1282,441,1,Laptop,Electronics,4,999.99,3999.96,2024-12-17,West
1283,4,5,Notebook,Office,4,4.99,19.96,2024-08-06,South
1284,133,7,Keyboard,Electronics,2,79.99,159.98,2024-07-09,East
1285,380,1,Laptop,Electronics,1,999.99,999.99,2024-02-25,South
1286,415,1,Laptop,Electronics,1,999.99,999.99,2024-08-10,North
1287,174,10,Backpack,Accessories,4,59.99,239.96,2024-09-22,West
1288,120,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-09-18,West
1289,445,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-03-03,West
1290,458,9,Water Bottle,Sports,2,19.99,39.98,2024-10-06,West
1291,467,6,Monitor,Electronics,2,299.99,599.98,2024-01-25,East
1292,326,5,Notebook,Office,3,4.99,14.97,2024-01-11,East
1293,498,1,Laptop,Electronics,5,999.99,4999.95,2024-07-04,East
1294,132,9,Water Bottle,Sports,5,19.99,99.95,2024-10-05,East
1295,434,5,Notebook,Office,1,4.99,4.99,2024-08-09,East
1296,226,9,Water Bottle,Sports,2,19.99,39.98,2024-07-21,West
1297,252,7,Keyboard,Electronics,3,79.99,239.97,2024-08-05,West
1298,271,9,Water Bottle,Sports,2,19.99,39.98,2024-04-09,East
1299,479,1,Laptop,Electronics,4,999.99,3999.96,2024-02-08,North
1300,369,7,Keyboard,Electronics,3,79.99,239.97,2024-11-28,West
1301,52,7,Keyboard,Electronics,5,79.99,399.95,2024-08-16,East
1302,324,2,Mouse,Electronics,5,25.99,129.95,2024-03-08,West
1303,429,6,Monitor,Electronics,2,299.99,599.98,2024-04-09,East
1304,494,3,Desk Chair,Furniture,3,199.99,599.97,2024-10-25,North
1305,58,7,Keyboard,Electronics,2,79.99,159.98,2024-07-25,West
1306,337,8,Desk Lamp,Furniture,3,45.99,137.97,2024-09-06,West
1307,139,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-05-27,South
1308,12,7,Keyboard,Electronics,2,79.99,159.98,2024-12-14,North
1309,70,3,Desk Chair,Furniture,3,199.99,599.97,2024-07-17,West
1310,411,2,Mouse,Electronics,1,25.99,25.99,2024-07-27,North
1311,292,6,Monitor,Electronics,5,299.99,1499.95,2024-01-23,South
1312,93,3,Desk Chair,Furniture,1,199.99,199.99,2024-11-23,South
1313,287,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-11-17,North
1314,338,7,Keyboard,Electronics,4,79.99,319.96,2024-01-23,West
1315,397,7,Keyboard,Electronics,1,79.99,79.99,2024-09-29,East
1316,469,3,Desk Chair,Furniture,1,199.99,199.99,2024-03-28,South
1317,53,7,Keyboard,Electronics,1,79.99,79.99,2024-05-21,South
1318,335,1,Laptop,Electronics,3,999.99,2999.97,2024-02-17,East
1319,319,7,Keyboard,Electronics,3,79.99,239.97,2024-03-20,North
1320,150,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-04-19,East
1321,212,7,Keyboard,Electronics,5,79.99,399.95,2024-02-17,North
1322,331,9,Water Bottle,Sports,4,19.99,79.96,2024-08-15,North
1323,436,3,Desk Chair,Furniture,3,199.99,599.97,2024-04-14,South
1324,390,7,Keyboard,Electronics,1,79.99,79.99,2024-02-15,North
1325,367,9,Water Bottle,Sports,3,19.99,59.97,2024-04-14,West
1326,209,3,Desk Chair,Furniture,5,199.99,999.95,2024-08-18,East
1327,357,6,Monitor,Electronics,3,299.99,899.97,2024-08-19,West
1328,193,5,Notebook,Office,4,4.99,19.96,2024-06-10,West
1329,76,7,Keyboard,Electronics,2,79.99,159.98,2024-10-17,North
1330,305,1,Laptop,Electronics,3,999.99,2999.97,2024-07-04,East
1331,362,6,Monitor,Electronics,2,299.99,599.98,2024-03-24,West
1332,92,3,Desk Chair,Furniture,4,199.99,799.96,2024-04-30,North
1333,227,10,Backpack,Accessories,5,59.99,299.95,2024-12-21,North
1334,73,5,Notebook,Office,2,4.99,9.98,2024-02-28,North
1335,110,9,Water Bottle,Sports,4,19.99,79.96,2024-11-19,South
1336,70,1,Laptop,Electronics,5,999.99,4999.95,2024-09-04,West
1337,35,3,Desk Chair,Furniture,5,199.99,999.95,2024-05-23,West
1338,181,9,Water Bottle,Sports,5,19.99,99.95,2024-07-19,East
1339,96,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-04-26,West
1340,500,7,Keyboard,Electronics,3,79.99,239.97,2024-09-20,East
1341,45,9,Water Bottle,Sports,3,19.99,59.97,2024-03-03,West
1342,385,8,Desk Lamp,Furniture,1,45.99,45.99,2024-06-12,East
1343,498,10,Backpack,Accessories,2,59.99,119.98,2024-12-07,North
1344,457,6,Monitor,Electronics,4,299.99,1199.96,2024-03-11,North
1345,230,6,Monitor,Electronics,2,299.99,599.98,2024-04-03,South
1346,392,6,Monitor,Electronics,2,299.99,599.98,2024-03-02,North
1347,361,10,Backpack,Accessories,1,59.99,59.99,2024-01-07,North
1348,72,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-10-30,South
1349,175,6,Monitor,Electronics,4,299.99,1199.96,2024-09-04,South
1350,236,7,Keyboard,Electronics,1,79.99,79.99,2024-02-17,North
1351,347,1,Laptop,Electronics,2,999.99,1999.98,2024-04-25,West
1352,435,3,Desk Chair,Furniture,2,199.99,399.98,2024-04-05,North
1353,275,7,Keyboard,Electronics,5,79.99,399.95,2024-03-23,North
1354,240,10,Backpack,Accessories,1,59.99,59.99,2024-11-25,North
1355,13,8,Desk Lamp,Furniture,1,45.99,45.99,2024-12-17,East
1356,207,7,Keyboard,Electronics,4,79.99,319.96,2024-09-14,West
1357,85,5,Notebook,Office,4,4.99,19.96,2024-07-22,East
1358,35,3,Desk Chair,Furniture,3,199.99,599.97,2024-08-06,East
1359,429,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-06-02,South
1360,347,1,Laptop,Electronics,2,999.99,1999.98,2024-08-25,East
1361,1,6,Monitor,Electronics,3,299.99,899.97,2024-05-27,East
1362,135,3,Desk Chair,Furniture,5,199.99,999.95,2024-02-15,South
1363,193,1,Laptop,Electronics,4,999.99,3999.96,2024-02-25,North
1364,257,3,Desk Chair,Furniture,5,199.99,999.95,2024-07-30,East
1365,62,10,Backpack,Accessories,3,59.99,179.97,2024-01-10,East
1366,170,8,Desk Lamp,Furniture,3,45.99,137.97,2024-05-27,South
1367,442,9,Water Bottle,Sports,1,19.99,19.99,2024-08-23,South
1368,134,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-04-08,South
1369,306,2,Mouse,Electronics,3,25.99,77.97,2024-05-10,North
1370,331,3,Desk Chair,Furniture,3,199.99,599.97,2024-01-08,East
1371,26,1,Laptop,Electronics,1,999.99,999.99,2024-05-20,East
1372,436,3,Desk Chair,Furniture,4,199.99,799.96,2024-09-29,South
1373,428,10,Backpack,Accessories,4,59.99,239.96,2024-07-24,West
1374,408,2,Mouse,Electronics,4,25.99,103.96,2024-02-01,North
1375,429,6,Monitor,Electronics,2,299.99,599.98,2024-03-23,South
1376,161,6,Monitor,Electronics,2,299.99,599.98,2024-06-18,West
1377,499,3,Desk Chair,Furniture,5,199.99,999.95,2024-06-28,East
1378,469,8,Desk Lamp,Furniture,5,45.99,229.95,2024-04-05,North
1379,438,5,Notebook,Office,4,4.99,19.96,2024-01-20,East
1380,158,9,Water Bottle,Sports,5,19.99,99.95,2024-12-10,North
1381,279,1,Laptop,Electronics,3,999.99,2999.97,2024-08-18,North
1382,223,7,Keyboard,Electronics,5,79.99,399.95,2024-10-21,West
1383,294,6,Monitor,Electronics,5,299.99,1499.95,2024-04-05,North
1384,325,10,Backpack,Accessories,3,59.99,179.97,2024-01-29,North
1385,364,8,Desk Lamp,Furniture,3,45.99,137.97,2024-04-09,West
1386,60,2,Mouse,Electronics,4,25.99,103.96,2024-08-01,East
1387,29,2,Mouse,Electronics,3,25.99,77.97,2024-07-07,North
1388,216,1,Laptop,Electronics,3,999.99,2999.97,2024-05-17,North
1389,281,10,Backpack,Accessories,5,59.99,299.95,2024-08-23,West
1390,341,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-02-13,North
1391,448,10,Backpack,Accessories,4,59.99,239.96,2024-12-17,North
1392,151,6,Monitor,Electronics,1,299.99,299.99,2024-01-18,South
1393,189,3,Desk Chair,Furniture,1,199.99,199.99,2024-06-18,West
1394,186,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-09-28,North
1395,381,8,Desk Lamp,Furniture,4,45.99,183.96,2024-03-11,South
1396,373,9,Water Bottle,Sports,2,19.99,39.98,2024-08-25,East
1397,36,1,Laptop,Electronics,2,999.99,1999.98,2024-12-29,East
1398,104,8,Desk Lamp,Furniture,3,45.99,137.97,2024-05-29,East
1399,447,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-11-11,South
1400,174,7,Keyboard,Electronics,4,79.99,319.96,2024-04-21,West
1401,72,9,Water Bottle,Sports,4,19.99,79.96,2024-06-27,South
1402,254,2,Mouse,Electronics,5,25.99,129.95,2024-02-06,East
1403,114,2,Mouse,Electronics,5,25.99,129.95,2024-08-23,West
1404,492,5,Notebook,Office,1,4.99,4.99,2024-11-16,East
1405,449,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-11-03,East
1406,409,5,Notebook,Office,2,4.99,9.98,2024-04-19,East
1407,48,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-09-26,East
1408,64,6,Monitor,Electronics,2,299.99,599.98,2024-03-09,West
1409,140,7,Keyboard,Electronics,4,79.99,319.96,2024-06-10,South
1410,371,3,Desk Chair,Furniture,3,199.99,599.97,2024-03-02,North
1411,400,10,Backpack,Accessories,5,59.99,299.95,2024-10-01,East
1412,360,3,Desk Chair,Furniture,2,199.99,399.98,2024-05-23,East
1413,189,2,Mouse,Electronics,3,25.99,77.97,2024-04-20,North
1414,59,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-04-10,North
1415,49,9,Water Bottle,Sports,1,19.99,19.99,2024-12-31,North
1416,58,3,Desk Chair,Furniture,5,199.99,999.95,2024-02-24,West
1417,366,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-11-15,South
1418,195,3,Desk Chair,Furniture,3,199.99,599.97,2024-07-22,East
1419,9,7,Keyboard,Electronics,1,79.99,79.99,2024-05-28,East
1420,463,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-08-18,South
1421,388,6,Monitor,Electronics,4,299.99,1199.96,2024-10-26,East
1422,367,8,Desk Lamp,Furniture,2,45.99,91.98,2024-05-15,West
1423,76,1,Laptop,Electronics,4,999.99,3999.96,2024-05-26,East
1424,331,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-02-29,West
1425,427,9,Water Bottle,Sports,1,19.99,19.99,2024-02-27,West
1426,40,1,Laptop,Electronics,4,999.99,3999.96,2024-06-15,West
1427,83,9,Water Bottle,Sports,3,19.99,59.97,2024-08-19,North
1428,382,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-01-19,South
1429,271,8,Desk Lamp,Furniture,2,45.99,91.98,2024-03-25,West
1430,417,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-11-08,South
1431,459,2,Mouse,Electronics,2,25.99,51.98,2024-01-17,East
1432,285,10,Backpack,Accessories,4,59.99,239.96,2024-02-21,North
1433,35,5,Notebook,Office,1,4.99,4.99,2024-05-14,North
1434,212,3,Desk Chair,Furniture,4,199.99,799.96,2024-12-08,East
1435,349,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-04-23,East
1436,414,1,Laptop,Electronics,2,999.99,1999.98,2024-06-17,South
1437,134,3,Desk Chair,Furniture,5,199.99,999.95,2024-10-05,North
1438,312,9,Water Bottle,Sports,4,19.99,79.96,2024-03-27,East
1439,32,9,Water Bottle,Sports,5,19.99,99.95,2024-10-05,West
1440,57,7,Keyboard,Electronics,2,79.99,159.98,2024-12-15,South
1441,345,6,Monitor,Electronics,1,299.99,299.99,2024-06-08,North
1442,53,2,Mouse,Electronics,5,25.99,129.95,2024-12-14,West
1443,447,9,Water Bottle,Sports,3,19.99,59.97,2024-02-29,South
1444,199,8,Desk Lamp,Furniture,1,45.99,45.99,2024-10-03,North
1445,163,10,Backpack,Accessories,2,59.99,119.98,2024-05-31,East
1446,29,3,Desk Chair,Furniture,2,199.99,399.98,2024-01-18,South
1447,112,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-05-07,South
1448,209,7,Keyboard,Electronics,2,79.99,159.98,2024-09-27,South
1449,59,8,Desk Lamp,Furniture,4,45.99,183.96,2024-11-30,West
1450,198,7,Keyboard,Electronics,1,79.99,79.99,2024-07-15,East
1451,46,10,Backpack,Accessories,2,59.99,119.98,2024-04-25,North
1452,348,1,Laptop,Electronics,5,999.99,4999.95,2024-04-24,East
1453,322,10,Backpack,Accessories,2,59.99,119.98,2024-12-02,North
1454,105,10,Backpack,Accessories,5,59.99,299.95,2024-12-21,South
1455,422,8,Desk Lamp,Furniture,2,45.99,91.98,2024-07-07,East
1456,40,5,Notebook,Office,1,4.99,4.99,2024-04-22,South
1457,50,2,Mouse,Electronics,1,25.99,25.99,2024-05-16,East
1458,389,9,Water Bottle,Sports,3,19.99,59.97,2024-01-30,North
1459,44,9,Water Bottle,Sports,2,19.99,39.98,2024-02-06,South
1460,204,5,Notebook,Office,1,4.99,4.99,2024-04-23,North
1461,469,6,Monitor,Electronics,1,299.99,299.99,2024-07-23,East
1462,264,2,Mouse,Electronics,4,25.99,103.96,2024-11-17,West
1463,3,5,Notebook,Office,3,4.99,14.97,2024-04-13,North
1464,266,5,Notebook,Office,4,4.99,19.96,2024-07-03,South
1465,474,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-12-16,South
1466,236,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-01-06,North
1467,457,5,Notebook,Office,2,4.99,9.98,2024-11-02,North
1468,63,10,Backpack,Accessories,3,59.99,179.97,2024-03-09,West
1469,272,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-01-06,East
1470,225,1,Laptop,Electronics,4,999.99,3999.96,2024-07-13,West
1471,276,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-11-17,North
1472,16,10,Backpack,Accessories,1,59.99,59.99,2024-01-11,West
1473,36,3,Desk Chair,Furniture,1,199.99,199.99,2024-10-07,South
1474,106,9,Water Bottle,Sports,3,19.99,59.97,2024-09-26,South
1475,379,1,Laptop,Electronics,5,999.99,4999.95,2024-09-19,West
1476,45,8,Desk Lamp,Furniture,1,45.99,45.99,2024-01-14,North
1477,246,7,Keyboard,Electronics,3,79.99,239.97,2024-11-10,North
1478,399,10,Backpack,Accessories,2,59.99,119.98,2024-02-25,South
1479,397,2,Mouse,Electronics,2,25.99,51.98,2024-08-15,West
1480,183,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-11-25,East
1481,155,6,Monitor,Electronics,2,299.99,599.98,2024-02-24,West
1482,327,6,Monitor,Electronics,4,299.99,1199.96,2024-09-14,East
1483,164,6,Monitor,Electronics,4,299.99,1199.96,2024-09-09,East
1484,114,2,Mouse,Electronics,1,25.99,25.99,2024-02-23,West
1485,486,3,Desk Chair,Furniture,1,199.99,199.99,2024-10-16,South
1486,13,10,Backpack,Accessories,4,59.99,239.96,2024-12-16,South
1487,152,3,Desk Chair,Furniture,3,199.99,599.97,2024-02-23,East
1488,392,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-08-09,North
